char_ar,char_en,char1_ar,char2_ar,char3_ar,char1_en,char2_en,char3_en,plate_no,price,class,plate_no_length,similar_digits,sepcial_date,saudi_tribes,One Digit,Two Digits (Same),Two Digits (Different),Three Digits (Same),Three Digits (Different),Four Digits (Same),Four Digits (Different),emergency_no,in_order,reversed_order,same_middles_no,plaindromic_no,same_first_last_no,same_two_sides,one_digit_zero,one_digit_one,one_digit_two,one_digit_three,one_digit_four,one_digit_five,one_digit_six,one_digit_seven,one_digit_eight,one_digit_nine
ص أ ن,N A X,ص,أ,ن,X,A,N,300,17000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ص ب ل,L B X,ص,ب,ل,X,B,L,12,15000,,2,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ص ح ر,R J X,ص,ح,ر,X,J,R,666,55000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ص ح هـ,H J X,ص,ح,هـ,X,J,H,46,40000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ص د ص,X D X,ص,د,ص,X,D,X,2,200000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ص ص ص,X X X,ص,ص,ص,X,X,X,109,21500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ص ص ص,X X X,ص,ص,ص,X,X,X,733,39000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ص ع ى,V E X,ص,ع,ى,X,E,V,111,35000,,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ص ق ر,R G X,ص,ق,ر,X,G,R,565,30000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ص ق ر,R G X,ص,ق,ر,X,G,R,930,26000,,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ص ق ن,N G X,ص,ق,ن,X,G,N,9,64000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ص ك ك,K K X,ص,ك,ك,X,K,K,442,9000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ص ك و,U K X,ص,ك,و,X,K,U,8,100000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ص ل م,Z L X,ص,ل,م,X,L,Z,9,69000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
ص م د,D Z X,ص,م,د,X,Z,D,40,35000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ص م م,Z Z X,ص,م,م,X,Z,Z,44,50000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ص م ن,N Z X,ص,م,ن,X,Z,N,6,102000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ص ن ق,G N X,ص,ن,ق,X,N,G,7,65000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ص ن و,U N X,ص,ن,و,X,N,U,33,22000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ص و ك,K U X,ص,و,ك,X,U,K,69,18000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ص ى ب,B V X,ص,ى,ب,X,V,B,2,110000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ص ى ن,N V X,ص,ى,ن,X,V,N,11,55000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ط ر ب,B R T,ط,ر,ب,T,R,B,59,55000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط س م,Z S T,ط,س,م,T,S,Z,3,300000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ط ط ل,L T T,ط,ط,ل,T,T,L,282,6000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ط ط هـ,H T T,ط,ط,هـ,T,T,H,25,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط ق ط,T G T,ط,ق,ط,T,G,T,94,19000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط ك ص,X K T,ط,ك,ص,T,K,X,1,320000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ط ك ص,X K T,ط,ك,ص,T,K,X,3,63000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ط ك ل,L K T,ط,ك,ل,T,K,L,444,20500,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ط ل ع,E L T,ط,ل,ع,T,L,E,990,15500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ط ل هـ,H L T,ط,ل,هـ,T,L,H,5,300000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ط ل و,U L T,ط,ل,و,T,L,U,85,62000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط م ن,N Z T,ط,م,ن,T,Z,N,535,11000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ط ن أ,A N T,ط,ن,أ,T,N,A,699,100000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ط هـ ح,J H T,ط,هـ,ح,T,H,J,97,11500,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط هـ ى,V H T,ط,هـ,ى,T,H,V,101,22000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ط ى ع,E V T,ط,ى,ع,T,V,E,2,93000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ع ب س,S B E,ع,ب,س,E,B,S,194,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع ر ب,B R E,ع,ر,ب,E,R,B,167,12000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع ر ل,L R E,ع,ر,ل,E,R,L,1,350000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
ع س س,S S E,ع,س,س,E,S,S,2,125000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ع س ص,X S E,ع,س,ص,E,S,X,763,2200,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع س ك,K S E,ع,س,ك,E,S,K,39,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع س ن,N S E,ع,س,ن,E,S,N,909,13000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ع ص ص,X X E,ع,ص,ص,E,X,X,666,35000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ع ط ر,R T E,ع,ط,ر,E,T,R,86,65000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع ط ك,K T E,ع,ط,ك,E,T,K,511,50000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع ع ح,J E E,ع,ع,ح,E,E,J,5,120000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
ع ق أ,A G E,ع,ق,أ,E,G,A,117,18000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع ل أ,A L E,ع,ل,أ,E,L,A,555,60000,,3,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ع ل و,U L E,ع,ل,و,E,L,U,118,26000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع م ر,R Z E,ع,م,ر,E,Z,R,775,49000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع م ك,K Z E,ع,م,ك,E,Z,K,148,14000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع م ن,N Z E,ع,م,ن,E,Z,N,339,7500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع م ن,N Z E,ع,م,ن,E,Z,N,869,4500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع م ى,V Z E,ع,م,ى,E,Z,V,992,12000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ع ن ن,N N E,ع,ن,ن,E,N,N,444,50000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ع و ح,J U E,ع,و,ح,E,U,J,7,58000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ع و ل,L U E,ع,و,ل,E,U,L,707,30000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ع و ن,N U E,ع,و,ن,E,U,N,409,20000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع و ن,N U E,ع,و,ن,E,U,N,570,20000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ق أ أ,A A G,ق,أ,أ,G,A,A,444,35000,,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ق أ ط,T A G,ق,أ,ط,G,A,T,25,25000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ق أ ى,V A G,ق,أ,ى,G,A,V,38,11000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
